edit_sim:analytic,edit_sim:innovation,edit_sim:technology,edit_sim_sent:analytic,edit_sim_sent:innovation,edit_sim_sent:technology,company,haskey:analytic,haskey:innovation,haskey:technology,tic,groundtruth:analytics,example_sent:analytics,start_year:analytics,Notes:analytics,Actuall User
0.375,0.5,0.2,ace global business acquisition limited announces closing of over allotment option in connection with its initial public offering,ddc enterprise limited and ace global business acquisition limited announce initial filing of preliminary proxy statement in connection with proposed business combination,ace global business acquisition limited announces additional contribution to trust account to extend period to consummate business combination,ace global business acquisition limited,0,0,0,ACBAU,,,,,
0.375,0.909090909,1,class action notice  kessler topaz meltzer  check llp reminds riskified ltd shareholders of securities fraud class action lawsuit,kessler topaz meltzer  check llp announces shareholder class action filed against marrone bio innovations inc   mbii,edu deadline  kessler topaz meltzer  check llp reminds investors of new oriental education  technology group inc of deadline in securities fraud class action lawsuit and encourages investors with substantial losses to contact,kessler topaz meltzer  check llp,0,1,1,,,,,,
0.375,0.416666667,0.3,genprex to present at the singular research summer solstice 2018 conference,genprex selects accenture to support acceleration of oncoprex clinical development program,genprex selects 4clinics to provide clinical and regulatory support for oncoprex development program,genprex inc.,0,0,0,GNPX,,,,,
0.375,0.3,0.2,supernus announces fda approval of qelbree for the treatment of adhd in adults,supernus announces fda approval of qelbree for the treatment of adhd in adults,supernus announces fda approval of qelbree for the treatment of adhd in adults,supernus pharmaceuticals inc.,0,0,0,SUPN,,,,,
0.375,0.6,1,shareholder alert schubert jonckheer  kolbe llp has filed a securities class action complaint on behalf of american century value fund investors  lead plaintiff deadline of january 10 2022 nasdaq twvlx avlix avuyx twadx ,shareholder alert inovio pharmaceuticals inc officers and directors under investigation for allegedly misleading statements concerning covid 19 vaccine,shareholder alert apyx medical corporation officers and directors under investigation by schubert law firm for allegedly misleading statements concerning its december 2018 fda application for expanded uses of j plasma technology,schubert jonckheer  kolbe llp,0,0,1,H,,,,,
0.375,0.727272727,0.4,dnp select income fund inc section 19a notice,dnp select income fund announces revised net asset value information,dnp select income fund to voluntarily withdraw secondary exchange listing,dnp select income fund inc.,0,0,0,DNP,,,,,
0.375,0.5,1,glory star signs annual contract with iflytek and receives first purchase orders of rmb9 5 million,glory star announces formation of special committee,blockchain and nft technology applications to become new growth drivers for glory star,glory star new media group holdings limited,0,0,1,GSMG,,,,,
0.375,0.6,0.3,mainstreet bancshares inc completes public offering of depositary shares,mainstreet bank makes donation to establish regional charitable fund,terry saeger recognized as nacd directorship certified,mainstreet bancshares inc.,0,0,0,MNSB,,,,,
0.375,0.545454545,0.3,51job inc announces formation of special committee to evaluate and consider non binding proposal or any alternative strategic option,51job inc announces partnership with the association of talent development to provide education and training programs to hr professionals in china,51job inc to hold extraordinary general meeting of shareholders,51job inc.,0,0,0,,,,,,
0.375,0.727272727,0.3,g willi food international ltd notice of annual general meeting of shareholders to be held on august 19 2021,g willi food provides additional information regarding investigation by israeli securities authority,g willi food international announces adoption of dividend distribution policy,g. willi__food international ltd.,0,0,0,WILC,,,,,
0.375,0.7,0.4,less than 30 of consumers will apply for a store credit card this holiday season the lowest number in 3 years,46 of americans who declined a pandemic wedding invitation say it created tension with the couple,average back to school spending reaches 498 and 33 of parents will go into debt to pay for it,lendingtree.com,0,0,0,ACOM,,,,,
0.375,0.727272727,1,luokung announces emapgo to lead development of standards for technical requirements of automated valet parking map and localization,luokung announces emapgo to provide community information management and technical services for heilongjiang mobile,luokung announces acquisition of beijing hongda jiutong technology development co ltd,luokung technology corp.,0,0,1,ADTK,,,,,
0.375,0.615384615,0.3,akumin inc to present at the 40th annual jp morgan health care conference,akumin announces filing of registration statement in connection with change of jurisdiction of incorporation,akumin announces filing of registration statement in connection with change of jurisdiction of incorporation,akumin inc.,0,0,0,AKU,,,,,
0.375,0.454545455,1,energy company proviridis buys battery storage technology from ads tec energy for smart multi energy filling stations in france,ads tec energy gmbh completes business combination with european sustainable growth acquisition corp,energie steiermark deploys ultra fast charging technology from ads tec energy,ads__tec energy,0,0,1,ADSE,,,,,
0.375,0.545454545,0.4,tradeup global corporation announces pricing of 40 million initial public offering,tradeup global corporation announces shareholder approval of business combination with saitech limited,tradeup global corporation files registration statement on form f 4 in connection with proposed business combination with saitech limited a eurasia based energy saving bitcoin mining operator,tradeup global corporation,0,0,0,TUGC,,,,,
0.375,0.5,1,anterix to present at morgan stanleys technology media  telecom conference on march 8,anterix and schweitzer engineering laboratories announce collaboration to support advancing of wildfire mitigation technology over 900 mhz private lte platform,anterix to present at morgan stanleys technology media  telecom conference on march 8,anterix inc.,0,0,1,ATEX,,,,,
0.375,0.5,0.4,oasis petroleum inc announces pricing of public offering of common stock,oasis petroleum inc announces the exercise of the over allotment option for its senior convertible notes due 2023,oasis petroleum to present at upcoming energy conferences,oasis petroleum inc.,0,0,0,OAS,,,,,
0.375,0.5,0.3,tripcom group launches hong kong public offering,tripcom group announces put right notification for 1 99 convertible senior notes due 2025 ,tripcom group to hold annual general meeting on december 21 2021,trip.com group limited,0,0,0,ACOM,,,,,
0.375,0.5,0.3,venture global anuncia novos acordos de vendas de gnl da plaquemines e da cp2 e divulga atualizacao sobre marcos pre fid,venture global anuncia nuevos acuerdos de venta ventas para gnl de plaquemines y cp2 y lanza actualizacion sobre hitos previos a la decision final de inversion,venture global anuncia novos acordos de vendas de gnl da plaquemines e da cp2 e divulga atualizacao sobre marcos pre fid,venture global lng,0,0,0,R,,,,,
0.375,0.3,0.2,five star bank and nydig announce partnership to bring safe and secure integrated bitcoin investment services to existing and future checking account holders,five star bank and nydig announce partnership to bring safe and secure integrated bitcoin investment services to existing and future checking account holders,five star bank and nydig announce partnership to bring safe and secure integrated bitcoin investment services to existing and future checking account holders,five star bank,0,0,0,FSBC,,,,,
0.375,0.5,0.769230769,sera prognostics and newborn foundation partner to reduce risks associated with preterm birth and improve health equity through the every mother every baby project,sera prognostics and newborn foundation partner to reduce risks associated with preterm birth and improve health equity through the every mother every baby project,sera prognostics added to nasdaq biotechnology index,sera prognostics inc.,0,0,1,SERA,,,,,
0.375,0.454545455,0.4,diamond offshore receives nyse delisting notice,diamond offshore announces contract termination on the ocean vanguard,diamond offshore to present at the ubs houston energy bus less tour,diamond offshore drilling inc.,0,0,0,DO,,,,,
0.375,0.6,0.75,the integer group launches growth sciences practice fueled by proprietary intelligence platform,forty three percent of women prefer to buy brands that make a donation with every purchase,study shows african american and hispanic shoppers adopt shopping technologies at a faster rate than caucasians,the integer group,0,0,0,FRF,,,,,
0.375,0.7,0.4,chipotle announces alexa reordering skill by giving away echo dots to rewards members named alexa,chipotle innovates lifestyle bowls by adding supergreens salad mix and whole30 compliant chicken,chipotle announces alexa reordering skill by giving away echo dots to rewards members named alexa,chipotle mexican grill,0,0,0,CMG,,,,,
0.375,0.538461538,1,new oriental education  technology group inc announces plan to implement ads ratio change,new oriental announces completion of sec investigation,new oriental education  technology group inc announces plan to implement ads ratio change,new oriental education and technology group inc.,0,0,1,,,,,,
0.375,0.3,0.4,hello alice launches the year of small business  a movement in partnership with naacp us hispanic chamber of commerce global entrepreneurship network and mastercard,hello alice reignites business for all campaign through funding and mentorship for thousands of small business owners,hello alice reignites business for all campaign through funding and mentorship for thousands of small business owners,hello alice,0,0,0, ,,,,,
0.375,0.3,0.3,sezzle launches long term financing with ally,sezzle expands partnership with transunion,sezzle partners with ally lending,sezzle,0,0,0,BDX,,,,,
0.375,0.8,1,bright health shareholder alert claimsfiler reminds investors with losses in excess of 100 000 of lead plaintiff deadline in class action lawsuit against bright health group inc   bhg,innovative industrial shareholder alert claimsfiler reminds investors with losses in excess of 100 000 of lead plaintiff deadline in class action lawsuit against innovative industrial properties inc   iipr iipr pa,dxc technology shareholder alert claimsfiler reminds investors with losses in excess of 100 000 of lead plaintiff deadline in class action lawsuit against dxc technology company   dxc,claimsfiler,0,0,1,C,,,,,
0.375,0.727272727,0.4,cnx resources corporation issues notice of redemption for its 5 875 senior notes due 2022 ,cnx provides information on successful remediation of shaw 1g utica well,cnx resources corporation completes spin off of consol energy inc,cnx resources corporation,0,0,0,CNX,,,,,
0.375,0.4,0.3,kingswood acquisition corp receives notice of filing delinquency from the new york stock exchange,kingswood acquisition corp receives notice of filing delinquency from the new york stock exchange,kingswood acquisition corp receives notice of filing delinquency from the new york stock exchange,kingswood acquisition corp.,0,0,0,KWAC,,,,,
0.375,0.636363636,0.2,rightcapital announces integration with assetmark a leading wealth management platform,rightcapital announces integration with assetmark a leading wealth management platform,rightcapital announces integration with assetmark a leading wealth management platform,rightcapital inc.,0,0,0,,,,,,
0.375,0.6,0.3,athleta partners with alicia keys to further cement its commitment to womens well being,athleta partners with simone biles to inspire next generation,athleta partners with alicia keys to further cement its commitment to womens well being,athleta,0,0,0,,,,,,
0.375,1,0.2,axs investments adds real estate to fast growing alts lineup with acquisition of groundbreaking reit preferred fund oioix,axs investments broadens etf lineup with launch of axs 2x innovation etf tark and axs short china internet etf sweb,axs investments adds real estate to fast growing alts lineup with acquisition of groundbreaking reit preferred fund oioix,axs investments,0,1,0,PAX,,,,,
0.375,0.25,0.2,arquivamento do relatorio anual form 20 f de sendas na sec,arquivamento do relatorio anual form 20 f de sendas na sec,arquivamento do relatorio anual form 20 f de sendas na sec,sendas distribuidora s.a.,0,0,0,CRNS,,,,,
0.375,0.6,0.4,lubys inc signs agreement to sell lubys cafeteria restaurant operations to affiliate of calvin gin,the benefits of the big game continue as lubys inc helps to tackle hunger with 21200 donation to souper bowl of caring,lubys inc signs agreement to sell the fuddruckers franchise business to affiliate of nicholas perkins,lubys inc.,0,0,0,LUB,,,,,
0.375,0.6,0.3,captain morgan keeps the summer spirit going with new captains cocktails featuring three classic flavors that come ready to share,captain morgan the first ever official spiced rum sponsor of the nfl brings the spice to super bowl lvi with the most unnecessary necessary invention in the history of sportsmaybe the world,dming all creators and mixologists new captain morgan cherry vanilla combines notes of nostalgia with a modern day twist for the perfect pairing,captain morgan,0,0,0,KMI,,,,,
0.375,0.5,0.3,announcement of expiration of tender offer for any and all 2020 notes by csn resources sa,announcement of expiration of tender offer for any and all 2020 notes by csn resources sa,announcement of tender offer for up to us300 0 million of 2026 notes by csn resources sa,csn resources s.a.,0,0,0,CRNS,,,,,
0.375,0.454545455,0.461538462,bausch health and clearside biomedical announce publication of pivotal phase 3 data on xiperetm triamcinolone acetonide suprachoroidal injectable suspension in ophthalmology,bausch health and clearside biomedical announce publication of pivotal phase 3 data on xiperetm triamcinolone acetonide suprachoroidal injectable suspension in ophthalmology,bausch  lomb and clearside biomedical announce the us commercial launch of xipere triamcinolone acetonide injectable suspension for suprachoroidal use for the treatment of macular edema associated with uveitis,bausch health companies inc. clearside biomedical inc.,0,0,0,CLSD,,,,,
0.375,1,1,spolecnost amazfit se ve 3 ctvrtleti roku 2021 stala tretim nejvetsim dodavatelem chytrych hodinek na svete,les amazfit powerbuds pro sont nommes laureats des prix de l innovation du ces 2022,amazfit gtr 3 and gts 3 series smartwatches launch fusing fashion and technology across three standout wearables the gtr 3 pro gtr 3 and gts 3,amazfit,0,1,1,,,,,,
0.375,0.5,0.4,sandstorm gold announces multi asset stream transaction with yamana gold for us152 million,sandstorm gold royalties announces us1 1 billion portfolio transformation through acquisitions of nomad royalty company and basecore portfolio,sandstorm gold royalties announces us1 1 billion portfolio transformation through acquisitions of nomad royalty company and basecore portfolio,sandstorm gold ltd.,0,0,0,SAND,,,,,
0.375,0.538461538,0.4,the beachbody company brings openfit fitness content to 80 million monthly active google tv and android tv devices,the beachbody company appoints jean michel fournier to lead global partnership and international development efforts,the beachbody company announces leadership transitions,the beachbody company inc.,0,0,0,ARTLP,,,,,
0.375,0.538461538,0.3,teamsters urge tenet healthcare shareholders to reject 24 million ceo pay package as companys frontline workers confront covid 19 pandemic and furloughs,teamsters international unions call for major reforms at xpo logistics,teamsters lead historic defeat of ceo pay at marathon petroleum,international brotherhood of teamsters,0,0,0,TEMS,,,,,
0.375,0.7,1,chipotle rolls out gold foil to celebrate american athletes in tokyo,chipotle and the shawn mendes foundation launch wonder grants to support young innovators in sustainability,chipotle tests rfid technology for traceability,chipotle mexican grill inc.,0,0,1,CMG,,,,,
0.375,0.6,0.4,olive garden salutes military families in november with restaurant deals  uso partnership,darden restaurants inc makes 500000 gift in kind donation to habitat for humanity restore resale outlets,darden supports more than 850 nonprofits across the country through its restaurant community grants program,darden restaurants inc. general,0,0,0,DRI,,,,,
0.375,0.6,0.4,marine products corporation announces community support during pandemic,marine products corporation announces tender offer proration results,marine products corporation announces temporary suspension of production operations,marine products corporation,0,0,0,MPX,,,,,
0.375,0.5,1,jiuzi holdings inc enters into strategic cooperation agreement with chinese ev brand distributor anji chuangxing,jiuzi holdings inc provides comments on recent policy and gives updates on business operation,jiuzi holdings inc signs letter of intent with china petrol technology on the development of electric vehicle battery swap station network,jiuzi holdings inc.,0,0,1,JZXN,,,,,
0.375,1,0.363636364,the pandemics toll not only sickness but also health as people globally say they now define wellness differently,mccann worldgroup forms innovation council,auge reichenberg joins mccann humancare as executive creative director,mccann worldgroup,0,1,0,,,,,,
0.375,0.7,1,vipshop announces ads ratio change,vipshop acquires minority interest in ovation,vipshop appoints co chief technology officer,vipshop holdings limited,0,0,1,AGMH,,,,,
0.375,0.727272727,0.4,truecar sees memorial day demand spike as site traffic projected to reach 62 million unique visitors,truecar announces no surprises initiative for upfront pricing information on new vehicles,aaa selects truecar to power its auto buying program for over 30 million members through three year renewal agreement,truecar.com,0,0,0,ACOM,,,,,
0.375,0.6,0.3,proudly sweet shamelessly spicy smirnoff is throwing an unexpected spicy sweet celebration for the entire nation,proudly sweet shamelessly spicy smirnoff is throwing an unexpected spicy sweet celebration for the entire nation,proudly sweet shamelessly spicy smirnoff is throwing an unexpected spicy sweet celebration for the entire nation,diageo,0,0,0,,,,,,
0.375,0.636363636,0.272727273,central pacific bank partners with mx to build a better bank,mx announces integration with q2s digital banking platform,cadence bank increases interchange revenue with data insights from mx,mx,0,0,0,CEE,,,,,
0.375,0.5,1,valens semiconductor releases va6003 chipset for optimized in car ethernet connectivity the only high bandwidth solution capable of operating over unshielded channels,omnivision and valens semiconductor partner to offer automotive oems a mipi a phy compliant camera solution for advanced driver assistance systems applications,valens semiconductor  sumitomo electric collaborate on mipi a phy technology and deployments,valens semiconductor,0,0,1,VLN,,,,,
0.375,0.416666667,1,virtus allianzgi artificial intelligence  technology opportunities fund discloses sources of distribution  section 19a notice,virtus allianzgi artificial intelligence  technology opportunities fund discloses sources of distribution  section 19a notice,virtus allianzgi artificial intelligence  technology opportunities fund discloses sources of distribution  section 19a notice,virtus allianzgi artificial intelligence  technology opportunities fund,0,0,1,AIO,,,,,
0.375,0.3,0.3,professional fighters league and fubotv announce multi year partnership for new pfl challenger series,professional fighters league announces ticketsmarter as official ticket partner,professional fighters league challenger series streaming on fubo sports network beginning february 18,professional fighters league pfl,0,0,0,,,,,,
0.375,0.583333333,1,twitter enters into definitive agreement to sell mopub to applovin for 1 05 billion in cash,twitter and pbs newshour partner to live stream coverage of inauguration day 2017,twitter to bolster machine learning and video intelligence with acquisition of london based magic pony technology,twitter inc.,0,0,1,TWTR,,,,,
0.375,0.461538462,0.2,spideroak and lockheed martin space enter space cybersecurity  blockchain collaboration,spideroak and lockheed martin space enter space cybersecurity  blockchain collaboration,spideroak and lockheed martin space enter space cybersecurity  blockchain collaboration,spideroak mission systems,0,0,0,,,,,,
0.375,1,1,resideo announces pricing of public offering of common stock,resideo names jeff frank senior vice president product innovation,resideo to participate at morgan stanley technology media  telecom conference,resideo technologies inc.,0,1,1,REZI,,,,,
0.375,0.3,0.4,daimler truck north america nextera energy resources and blackrock renewable power announce plans to accelerate public charging infrastructure for commercial vehicles across the us,daimler truck north america nextera energy resources and blackrock renewable power announce plans to accelerate public charging infrastructure for commercial vehicles across the us,daimler truck north america nextera energy resources and blackrock renewable power announce plans to accelerate public charging infrastructure for commercial vehicles across the us,daimler truck north america llc,0,0,0,HMNA,,,,,
0.375,0.3,0.3,health net and wesley health centers partner on study to assess covid 19 impact in los angeles,health net and wesley health centers partner on study to assess covid 19 impact in los angeles,health net and wesley health centers partner on study to assess covid 19 impact in los angeles,health net,0,0,0,HNT,,,,,
0.375,1,0.3,serendipity labs coworking debuts in atlanta at the prestigious three alliance center in buckhead,serendipity labs coworking and flexible office facility to open at rochesters innovation square,serendipity labs coworking and flexible office facility to open at rochesters innovation square,serendipity labs inc.,0,1,0,CIMA,,,,,
0.375,0.6,0.3,mi homes announces change from physical location to virtual only 2020 annual meeting of shareholders,mi homes announces change from physical location to virtual only 2020 annual meeting of shareholders,mi homes announces expiration and results of exchange offer for 3 95 senior notes due 2030 ,mi homes inc.,0,0,0,MHO,,,,,
0.375,1,1,autoliv launches multi year commitment to support the un road safety fund,gm recognizes autoliv for performance quality and innovation,at ces in las vegas autoliv shows innovations technology and various automotive electronics solutions that ultimately lead to autonomous driving,autoliv,0,1,1,ALV,,,,,
0.375,0.538461538,0.3,northstar financial bermuda bankoh investment services investor alert national investment fraud lawyers klaymantoskes continues to investigate bank of hawaii subsidiary for northstar financial bermuda annuity sales,credit suisse russian stock margin call investor alert national investment fraud lawyers klaymantoskes launches investigation of swiss investment firms margin risk management practices in light of the ongoing ukraine russia cris,attention former customers of darryl cohen at morgan stanley national investment fraud lawyers klaymantoskes continues to investigate ex financial advisor barred for defrauding professional athletes,klayman  toskes p.a.,0,0,0,NTZ,,,,,
0.375,0.538461538,0.3,mettler toledo international inc changes to virtual only meeting format for 2020 annual meeting of shareholders,mettler toledo international inc announces acquisition of pendotech,mettler toledo international inc announces acquisition of pendotech,mettler__toledo international inc.,0,0,0,MTD,,,,,
0.375,0.416666667,0.3,akastor asa successful placement of new usd 150m senior secured bonds by hmh,akastor asa investor presentation on joint venture involving mhwirth,akastor asa successful placement of new usd 150m senior secured bonds by hmh,akastor asa,0,0,0,,,,,,
0.375,0.3,0.3,uber and canary partner to launch path to safety fund for us drivers and delivery people experiencing domestic violence,uber and visa announce grants for growth program providing 1 million in grants and resources to support small businesses,uber and canary partner to launch path to safety fund for us drivers and delivery people experiencing domestic violence,uber,0,0,0,UBER,,,,,
0.375,0.5,0.266666667,transfix drives optimized freight procurement with dynamic solution that offers real time recommendations,transfix drives optimized freight procurement with dynamic solution that offers real time recommendations,transfix drives optimized freight procurement with dynamic solution that offers real time recommendations,transfix,0,0,0,,,,,,
0.375,0.416666667,0.3,john hancock tax advantaged dividend income fund notice to shareholders  sources of distribution under section 19a,john hancock tax advantaged dividend income fund notice to shareholders  sources of distribution under section 19a,john hancock tax advantaged dividend income fund notice to shareholders  sources of distribution under section 19a,john hancock investment management,0,0,0,PHCF,,,,,
0.375,0.6,0.4,herschel supplys new collaboration with teva blends quality and style,teva celebrates pride with an expansive collection and donation to the human rights campaign foundation,worn by chloe x halle capsule collection reveals rocker chic redux from tevas fall line,teva,0,0,0,,,,,,
0.375,0.4,0.2,il marchio coldwell banker commercial si espande in italia,coldwell banker commercial brand expands into italy,il marchio coldwell banker commercial si espande in italia,coldwell banker commercial affiliates,0,0,0,,,,,,
0.375,0.545454545,0.3,stellus capital investment corporation announces public offering of common stock,stellus capital investment corporation announces public offering of common stock,stellus capital investment corporation amends and extends its revolving credit facility,stellus capital investment corporation,0,0,0,SCM,,,,,
0.375,0.4,0.3,weidai updates ads ratio change,weidai updates ads ratio change,weidai updates ads ratio change,weidai ltd.,0,0,0,WUII,,,,,
0.375,0.461538462,0.75,yatsen holding limited announces pricing of initial public offering,yatsen enters into strategic collaboration with sensient technologies,yatsen enters into strategic collaboration with sensient technologies,yatsen holding limited,0,0,0,YSG,,,,,
0.375,0.5,0.3,zhangmen education inc announces pricing of initial public offering,zhangmen education inc announces change of auditor,zhangmen education inc announces change of auditor,zhangmen education inc.,0,0,0,ZME,,,,,
0.375,0.545454545,1,shareholder alert weiss law investigates natus medical incorporated,shareholder alert weiss law investigates mantech international corporation,shareholder alert weiss law investigates gty technology holdings inc,weiss law,0,0,1,,,,,,
0.375,0.545454545,0.75,eqt announces public offering of common stock by selling shareholders,eqt corporation announces sale of kentucky natural gas processing complex to markwest energy partners,eqt partners with cheniere and others to advance ghg emissions monitoring technologies and protocols,eqt corporation eqt__ir,0,0,0,,,,,,
0.375,1,0.75,cae and its employees raise 1 million for centraide of greater montreal united way amid covid 19 pandemic,cae to invest c1 billion in innovation over five years to develop the aviation technologies of the future,cae and beta technologies announce strategic partnership for pilot and maintenance training program,cae inc.,0,1,0,CAE,,,,,
0.375,0.8,0.75,hungary signs contract for acquisition of two multi mission kc 390 millennium airlifters,embraer sa embraer and multisim collaborate to develop innovative technologies training solutions,embraer sa embraer and multisim collaborate to develop innovative technologies training solutions,embraer s.a.,0,0,0,QGOG,,,,,
0.375,0.545454545,1,investigation notice halper sadeh llp investigates mict edtx ptic,ikonics merger investigation halper sadeh llp announces investigation into whether the sale of ikonics corporation is fair to shareholders investors are encouraged to contact the firm  iknx,myos rens merger investigation halper sadeh llp announces investigation into whether the merger of myos rens technology inc is fair to shareholders investors are encouraged to contact the firm,halper sadeh llp,0,0,1,,,,,,
0.375,0.545454545,0.3,old republic announces the addition of barbara adachi to the board of directors,old republic international corporation announces appointment of frank sodaro to senior vice president  deputy chief financial officer,old republic announces senior management changes at pma companies and great west casualty company,old republic international corporation,0,0,0,ORI,,,,,
0.375,0.4,0.2,diem anuncia asociacion con silvergate y cambio estrategico a estados unidos,diem anuncia asociacion con silvergate y cambio estrategico a estados unidos,declaracion de stuart levey sobre la venta de los activos de diem group a silvergate,diem association,0,0,0,DII,,,,,
0.375,0.416666667,0.2,doximity announces pricing of initial public offering,doximity releases new study on physician compensation and covid related retirement,doximity to acquire amion leader in physician scheduling,doximity,0,0,0,DOCS,,,,,
0.375,1,1,godaddy and naomi osaka partner to bring her next big project to life,godaddy joins the mit media lab to accelerate technology innovation for small business,godaddy joins the mit media lab to accelerate technology innovation for small business,godaddy,0,1,1,GDDY,,,,,
0.375,0.416666667,0.2,permrock royalty trust announces launch of initial public offering,permrock royalty trust declares monthly cash distribution,permrock royalty trust announces results of special meeting,permrock royalty trust,0,0,0,,,,,,
0.375,0.4,1,deckers brands appoints stefano caroti as omni channel president,deckers announces leadership transition in performance lifestyle,deckers brands to present at the baird 2020 global consumer technology  services conference,deckers brands,0,0,1,BTBD,,,,,
0.375,0.545454545,0.75,starboard to nominate a full slate of highly qualified director candidates for election at magellan healths 2019 annual meeting,starboard delivers letter to huntsman corporation,starboard files definitive proxy materials to elect six highly qualified director nominees to the board of directors of tessera technologies at upcoming annual meeting,starboard value lp,0,0,0,SVAC,,,,,
0.375,1,0.3,victorias secret launches initiative with stella mccartney to reinforce urgent need for greater awareness of breast health and self care,victorias secret launches global fund to accelerate innovation in cancer research for women by women,victorias secret launches the love cloud collection focusing on a whole new level of comfort,victorias secret,0,1,0,VITO,,,,,
0.375,0.6,0.4,623rd consecutive common stock monthly dividend declared by realty income,realty income announces 2020 common stock dividend tax allocation,realty income announces 1 7 billion sale leaseback of encore boston harbor through partnership with wynn resorts,realty income corporation,0,0,0,O,,,,,
0.375,0.727272727,0.3,cedar realty trust declares dividends on preferred stock,cedar realty trust announces tax information for 2021 distributions,cedar realty trust declares dividends on preferred stock,cedar realty trust inc.,0,0,0,CDR,,,,,
0.375,0.538461538,0.3,gap inc celebrates international day of the girl with expansion of its pace initiative new partnership of namesake gap brand with conde nast,gap inc celebrates international day of the girl with expansion of its pace initiative new partnership of namesake gap brand with conde nast,global pop superstar katy perry headlines gaps holiday 2021 campaign all together now  a tribute to the power of working together to foster love kindness and acceptance,gap inc.,0,0,0,GPS,,,,,
0.375,0.545454545,0.4,mt bank again earns outstanding rating on community reinvestment act exam,mt bank names michael d berman president and ceo of wholly owned subsidiary mt realty capital corporation,nearly 15 million in grants accessed by mt bank through the federal home loan bank of new york for affordable housing projects,mt bank,0,0,0,AMBKW,,,,,
0.375,0.727272727,0.4,the china fund inc announces a temporary halt in its discount management program,the china fund inc announces additional information to be provided on its website,the china fund inc announces a temporary halt in its discount management program,the china fund inc.,0,0,0,CHN,,,,,
0.375,0.5,0.4,robert half promotes mark jamati to senior vice president of tax,robert half recognized for its commitment to diversity equity and inclusion,robert half ranked no 1 professional recruiting temporary staffing and executive recruiting firm by forbes,robert half,0,0,0,RHI,,,,,
0.375,0.5,0.4,vans musicians wanted announces global concert stream on september 22 featuring live performances from aspiring talent in americas europe and asia pacific regions,vans custom culture program announces semi finalists in national contest for 50000 to support arts education,vans celebrates grand prize winner and runner up finalists in high school custom culture competition,vans,0,0,0,VANS,,,,,
0.375,0.8,0.4,ameren missouri forms an alliance with westinghouse electric to apply for department of energy small modular nuclear reactor investment funds,ameren missouri offers innovative new program for cities and businesses to achieve renewable energy goals,ameren missouri customers getting stronger smarter cleaner and more resilient energy grid thanks to smart energy plan,ameren missouri,0,0,0,AEE,,,,,
0.375,0.545454545,0.4,brookdale completes previously announced sale of a majority stake in its home health hospice and outpatient therapy business to hca healthcare,brookdale senior living stockholders approve merger with emeritus corporation,brookdale extends maturities and lowers borrowing costs through financing transactions,brookdale senior living inc.,0,0,0,BKD,,,,,
0.375,0.545454545,0.5,realogy chief ethics and compliance officer shacara delgado honored by executive women of new jersey at the 2022 salute to the policy makers gala,realogy franchise brands go all in to support national association of hispanic real estate professionals,realogy chief ethics and compliance officer shacara delgado honored by executive women of new jersey at the 2022 salute to the policy makers gala,realogy,0,0,0,RLGY,,,,,
0.375,0.6,0.4,pbf logistics announces multi asset growth acquisitions,pbf logistics lp announces intention to offer 150 million of additional 6875 senior notes due 2023,pbf logistics to attend 2019 mlp  energy infrastructure conference,pbf logistics lp,0,0,0,PBFX,,,,,
0.375,0.8,0.4,jeld wen announces new auraline composite windows and patio doors,jeld wen refreshes innovative iwp aurora fiberglass doors to help consumers enhance their homes curb appeal,jeld wen holding inc announces launch of secondary offering and repurchase of common stock,jeld__wen holding inc.,0,0,0,JELD,,,,,
0.375,0.545454545,0.3,timkensteel to increase prices on special bar quality products,timkensteel enters into an agreement to sell timkensteel shanghai corporation limited to daido steel,timkensteel to increase prices on special bar quality and seamless mechanical tubing products,timkensteel corp.,0,0,0,,,,,,
0.375,0.5,0.3,the amelia by the numbers with hagerty at the wheel in 2022,hagerty automotive intelligence refreshes valuation website predicts 211 million in upcoming classic car auction sales,hagerty welcomes new senior vice president of commercial partnerships,hagerty,0,0,0,HGTY,,,,,
0.375,0.5,1,william angela duckworth dr knatokie ford lauren bush lauren to headline instructurecon 2021 virtual conference,new impact by instructure now available for k 12 institutions to improve edtech tool usage and adoption,fanzz sports stores use bridge training technology to prep employees for holiday rush,instructure inc.,0,0,1,INST,,,,,
0.375,0.727272727,1,nextera energy and oncor electric delivery company file joint merger approval application with the public utility commission of texas,idgs computerworld selects nextera energy as one of the 100 best places to work in information technology it,idgs computerworld selects nextera energy as one of the 100 best places to work in information technology it,nextera energy inc.,0,0,1,NEE,,,,,
0.375,0.5,0.4,sm energy announces the appointment of anita m powers to the companys board of directors,sm energy company announces expiration and final results of exchange offers and consent solicitations,sm energy announces participation in upcoming investor conferences,sm energy company,0,0,0,SM,,,,,
0.375,0.5,0.333333333,the mexico fund inc declares distribution and maintains its commitment to a competitive expense ratio,the mexico fund inc announces the renewal and reinforcement of its expense limitation agreement,the mexico fund inc announces results of its annual meeting of stockholders,the mexico fund inc.,0,0,0,MXF,,,,,
0.375,0.5,0.3,csn announces settlement of tender offer for any and all 2023 notes,expiration of tender offers for up to us1 billion of 2019 notes and 2020 notes by csn resources sa,early results and settlement of cash tender offer by csn resources sa,companhia sider%BArgica nacional,0,0,0,,,,,,
