vid,actor_action_label,start_time,end_time,height,width,num_frames,num_labeled_frames,split_no,split,fids
RjK4G6a0Epo,72,00:00:09,00:00:17,320,390,115,3,0,train,00019;;;00038;;;00057
RmsoHyMRtbg,18,00:01:12,00:01:15,320,568,75,3,0,train,00012;;;00024;;;00036
RpYjlorVzd8,43,00:00:10,00:00:15,320,426,75,3,0,train,00012;;;00024;;;00036
Rv22ONzG_Io,72,00:00:01,00:00:07,320,568,180,3,0,train,00030;;;00060;;;00090
RvfD0qWH4xo,61,00:00:16,00:00:21,320,426,149,5,0,train,00024;;;00048;;;00072;;;00096;;;00120
Rvtt4WPsaOA,78,00:43:49,00:43:53,320,568,120,3,0,train,00020;;;00040;;;00060
Rxf3FBU7dDQ,67,00:02:22,00:02:24,320,568,60,3,0,train,00010;;;00020;;;00030
S3AlW-Kw5G4,28,00:00:04,00:00:12,320,568,200,5,0,train,00033;;;00066;;;00099;;;00132;;;00165
S3eugR391HQ,72,00:00:18,00:00:26,320,426,125,3,0,train,00020;;;00040;;;00060
S3oaXKhW3co,72,00:00:02,00:00:06,320,426,60,3,0,train,00010;;;00020;;;00030
S4atNX1CUSA,21,00:00:05,00:00:11,320,426,150,3,0,train,00025;;;00050;;;00075
S6RxATH5vXU,28,00:00:00,00:00:05,320,426,75,3,0,train,00012;;;00024;;;00036
SB_ZAUNbI8Q,21,00:00:01,00:00:09,320,426,240,3,0,train,00040;;;00080;;;00120
SBrDQ6a_ugw,22,00:00:05,00:00:13,320,568,240,3,0,train,00040;;;00080;;;00120
SFV6TXqqC7Y,63,00:00:24,00:00:28,320,426,120,3,0,train,00020;;;00040;;;00060
SItqXST6Zdk,76,00:00:15,00:00:18,320,426,91,3,0,train,00015;;;00030;;;00045
SK7VENBeVqE,17,00:00:08,00:00:11,320,568,75,3,0,train,00012;;;00024;;;00036
SQsAFoCs-c8,67,00:00:03,00:00:07,320,568,104,3,0,train,00017;;;00034;;;00051
SR1jwwagtaQ,11,00:03:52,00:03:57,320,568,120,3,0,train,00020;;;00040;;;00060
SROeT0rm078,78,00:15:44,00:15:49,320,568,125,3,0,train,00020;;;00040;;;00060
SRX1JfqBwkc,18,00:00:02,00:00:10,320,426,240,3,0,train,00040;;;00080;;;00120
SSNXZ_WIdAg,65,00:00:46,00:00:54,320,568,240,3,0,train,00040;;;00080;;;00120
STiuApqpluI,18,00:00:37,00:00:41,320,568,96,3,0,train,00016;;;00032;;;00048
SUXez3B4anI,57,00:01:15,00:01:16,320,568,31,3,0,train,00005;;;00010;;;00015
SW6pvRsrxsc,65,00:01:01,00:01:04,320,568,72,3,0,train,00012;;;00024;;;00036
SYIUSn90RLU,78,00:09:05,00:09:09,320,568,100,3,0,train,00016;;;00032;;;00048
SYc7yAOu0bg,13,00:02:49,00:02:52,320,568,90,3,0,train,00015;;;00030;;;00045
S_8UG0MAne4,65,00:00:04,00:00:12,320,426,240,3,0,train,00040;;;00080;;;00120
SaGu7OBovJE,63,00:10:10,00:10:16,320,568,180,3,0,train,00030;;;00060;;;00090
Scbfg0cGECM,55,00:01:00,00:01:08,320,426,201,3,0,train,00033;;;00066;;;00099
SfQwrlc0qpo,15,00:00:35,00:00:37,320,568,60,3,0,train,00010;;;00020;;;00030
Shi6qO85IQU,57,00:00:14,00:00:18,320,568,101,3,0,train,00016;;;00032;;;00048
SiQ7_tp59Wg,22,00:00:33,00:00:41,320,568,240,3,0,train,00040;;;00080;;;00120
SiT9VWngZMg,36,00:00:59,00:01:03,320,426,121,3,0,train,00020;;;00040;;;00060
Sijmd8pdsDQ,16,00:00:30,00:00:35,320,568,151,3,0,train,00025;;;00050;;;00075
SloDywDczZE,48,00:01:25,00:01:32,320,568,210,3,0,train,00035;;;00070;;;00105
Snlgkhfgxo0,46,00:00:13,00:00:16,320,568,91,3,0,train,00015;;;00030;;;00045
SnrPLsNv2Rg,57,00:00:42,00:00:44,320,568,50,3,0,train,00008;;;00016;;;00024
SpDcDpvmWLw,34,00:07:00,00:07:07,320,568,211,3,0,train,00035;;;00070;;;00105
SpHZP6ARUMs,63,00:00:13,00:00:18,320,568,151,3,0,train,00025;;;00050;;;00075
SpQN3c1HD24,45,00:00:07,00:00:10,320,426,90,3,0,train,00015;;;00030;;;00045
Spn4lvMKACw,73,00:02:10,00:02:18,320,426,240,3,0,train,00040;;;00080;;;00120
SrT0jRhil_0,54,00:02:12,00:02:16,320,568,96,3,0,train,00016;;;00032;;;00048
SssTYLqAA30,45,00:01:39,00:01:42,320,568,90,3,0,train,00015;;;00030;;;00045
StURm4bSn1M,76,00:03:20,00:03:24,320,568,120,3,0,train,00020;;;00040;;;00060
Stwpy77IHEc,67,00:00:00,00:00:03,320,426,91,3,0,train,00015;;;00030;;;00045
StyVJ3KfvDA,73,00:00:04,00:00:10,320,568,180,3,0,train,00030;;;00060;;;00090
Sw0RNNHtt-Y,28,00:00:03,00:00:09,320,426,150,3,0,train,00025;;;00050;;;00075
SylX1dCG5pE,26,00:02:37,00:02:42,320,568,150,3,0,train,00025;;;00050;;;00075
T3uonWO-xMU,61,00:00:04,00:00:10,320,434,180,3,0,train,00030;;;00060;;;00090
T4giMyqv0qc,34,00:00:05,00:00:07,320,568,60,3,0,train,00010;;;00020;;;00030
T6bNPuKV-wY,15,00:00:25,00:00:30,320,568,125,3,0,train,00020;;;00040;;;00060
T6z1x1SI1xo,43,00:02:39,00:02:45,320,568,180,3,0,train,00030;;;00060;;;00090
T7fzQehxz_Q,75,00:00:25,00:00:30,320,480,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
T8qFgIKljng,75,00:00:14,00:00:17,320,568,91,3,0,train,00015;;;00030;;;00045
TBuAY4XDlAE,57,00:05:39,00:05:45,320,568,144,3,0,train,00024;;;00048;;;00072
TFPZrubZ2lA,68,00:00:38,00:00:46,320,426,240,3,0,train,00040;;;00080;;;00120
TFfkgsDiDJg,48,00:00:32,00:00:40,320,426,240,3,0,train,00040;;;00080;;;00120
THt4AsN2O10,16,00:00:30,00:00:32,320,426,30,3,0,train,00005;;;00010;;;00015
TIT7-YAL3TU,66,00:00:00,00:00:10,320,426,150,3,0,train,00025;;;00050;;;00075
TJfo9yC_2Ac,72,00:00:00,00:00:03,320,426,76,3,0,train,00012;;;00024;;;00036
TLa1jmD0S18,77,00:00:34,00:00:37,320,568,90,3,0,train,00015;;;00030;;;00045
TLwOKSZrGrI,77,00:00:27,00:00:30,320,426,45,3,0,train,00007;;;00014;;;00021
TMhuBd5ltqU,68,00:00:42,00:00:47,320,426,125,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
TNFFp4FpG_4,35,00:00:03,00:00:07,320,568,60,3,0,train,00010;;;00020;;;00030
TOOhBeewUOE,13,00:01:47,00:01:55,320,568,240,3,0,train,00040;;;00080;;;00120
TRjZom1okjo,63,00:00:00,00:00:05,320,568,151,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
TSSXtVC8seA,45,00:00:18,00:00:24,320,426,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
TSvg40PPGko,15,00:01:36,00:01:40,320,568,120,3,0,train,00020;;;00040;;;00060
TT50wqCY_fA,61,00:00:01,00:00:06,320,568,150,3,0,train,00025;;;00050;;;00075
TUPQbWYHpgA,77,00:00:43,00:00:47,320,568,121,3,0,train,00020;;;00040;;;00060
TWtGyCpqL6M,65,00:00:14,00:00:18,320,426,121,3,0,train,00020;;;00040;;;00060
TY6CnhCXG80,44,00:00:00,00:00:06,320,564,181,3,0,train,00030;;;00060;;;00090
TYFl55lVzC8,26,00:01:11,00:01:16,320,568,150,3,0,train,00025;;;00050;;;00075
T_NxP_Ekb7c,55,00:00:34,00:00:37,320,426,90,3,0,train,00015;;;00030;;;00045
T_jdJgY2IRU,16,00:00:03,00:00:05,320,426,30,3,0,train,00005;;;00010;;;00015
TbUGwA_woCE,65,00:00:56,00:01:00,320,568,100,5,0,train,00016;;;00032;;;00048;;;00064;;;00080
TedpDDtx_yA,36,00:01:07,00:01:10,320,568,72,3,0,train,00012;;;00024;;;00036
TetvxzPETIY,68,00:00:00,00:00:03,320,434,91,3,0,train,00015;;;00030;;;00045
TfLpcennXE0,43,00:00:24,00:00:26,320,568,60,3,0,train,00010;;;00020;;;00030
TiEgUE5doKQ,45,00:00:04,00:00:08,320,568,100,3,0,train,00016;;;00032;;;00048
TiYRuyxYt3A,63,00:00:31,00:00:35,320,568,120,3,0,train,00020;;;00040;;;00060
Tjt1tjDHHoM,57,00:00:16,00:00:20,320,568,100,3,0,train,00016;;;00032;;;00048
TkpTJnVUnpw,18,00:00:01,00:00:04,320,568,90,3,0,train,00015;;;00030;;;00045
TlOvVV4uwN0,54,00:00:02,00:00:05,320,426,36,3,0,train,00006;;;00012;;;00018
Tp2arDqJrBU,78,00:01:56,00:02:00,320,568,100,3,0,train,00016;;;00032;;;00048
TqfGtn5wZKM,57,00:00:16,00:00:19,320,568,75,3,0,train,00012;;;00024;;;00036
Tv1Dhmz2pAg,16,00:00:03,00:00:08,320,426,125,3,0,train,00020;;;00040;;;00060
TvoDDO3pPNg,45,00:00:53,00:00:59,320,568,180,3,0,train,00030;;;00060;;;00090
Tvsa6pTKfY8,43,00:00:01,00:00:04,320,426,72,3,0,train,00012;;;00024;;;00036
TwIvd0LCvCc,36,00:00:04,00:00:09,320,568,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
Tz7rLqDpMb8,22,00:00:02,00:00:08,320,564,180,3,0,train,00030;;;00060;;;00090
TzzR0LsPEXU,11,00:00:08,00:00:16,320,426,240,3,0,train,00040;;;00080;;;00120
U29OqvbquhA,63,00:00:07,00:00:13,320,568,180,3,0,train,00030;;;00060;;;00090
U2VSWCAtkCk,76,00:00:04,00:00:07,320,426,90,3,0,train,00015;;;00030;;;00045
U48yvUosd9Y,18,00:00:10,00:00:15,320,568,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
U6n332ZsoNY,66,00:00:44,00:00:48,320,426,121,3,0,train,00020;;;00040;;;00060
U7kbw7eO2qM,68,00:00:41,00:00:45,320,426,121,3,0,train,00020;;;00040;;;00060
UAiZFWagccc,46,00:00:00,00:00:03,320,442,91,3,0,train,00015;;;00030;;;00045
UC5SwgRFb68,73,00:00:00,00:00:06,320,426,151,3,0,train,00025;;;00050;;;00075
UD7gnfw-ekQ,68,00:00:11,00:00:15,320,426,121,3,0,train,00020;;;00040;;;00060
UDPl-aplqoU,11,00:02:46,00:02:50,320,426,100,3,0,train,00016;;;00032;;;00048
UFGW9hWVi7w,54,00:00:27,00:00:30,320,426,91,3,0,train,00015;;;00030;;;00045
UFsIZflBSVs,43,00:04:10,00:04:14,320,568,120,3,0,train,00020;;;00040;;;00060
UInH8pPVbU4,78,00:01:52,00:01:57,320,568,150,3,0,train,00025;;;00050;;;00075
UJAhaR7lgFc,12,00:00:11,00:00:14,320,568,75,3,0,train,00012;;;00024;;;00036
UKsICsd-Vdc,73,00:07:50,00:07:56,320,568,180,3,0,train,00030;;;00060;;;00090
UOCzf_npKBs,36,00:00:12,00:00:15,320,568,91,3,0,train,00015;;;00030;;;00045
URL-M9cOVSc,45,00:00:07,00:00:10,320,568,90,3,0,train,00015;;;00030;;;00045
URZW0x6ozog,54,00:00:26,00:00:29,320,568,91,3,0,train,00015;;;00030;;;00045
USdCfZMAxMc,18,00:01:36,00:01:42,320,426,180,3,0,train,00030;;;00060;;;00090
UU_HYM0cOHc,78,00:08:02,00:08:07,320,568,125,3,0,train,00020;;;00040;;;00060
UVfhjtuq3JQ,16,00:00:10,00:00:13,320,568,72,3,0,train,00012;;;00024;;;00036
UWz7GJiQnHE,21,00:00:00,00:00:07,320,568,176,3,0,train,00029;;;00058;;;00087
UXJsEat-oys,12,00:00:12,00:00:15,320,568,91,3,0,train,00015;;;00030;;;00045
UYom2wVDEiM,67,00:00:19,00:00:27,320,568,240,5,0,train,00040;;;00080;;;00120;;;00160;;;00200
U_ZYp5nrIB0,73,00:00:01,00:00:07,320,426,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
U_sx2q0b9fo,43,00:00:41,00:00:49,320,426,241,3,0,train,00040;;;00080;;;00120
UblExu0kYr0,35,00:00:04,00:00:06,320,426,60,2,0,train,00020;;;00030
UcUmGzciPfo,17,00:00:58,00:01:04,320,426,181,3,0,train,00030;;;00060;;;00090
UcmaNL0IbsU,15,00:00:15,00:00:17,320,568,51,3,0,train,00008;;;00016;;;00024
UgKBQ1P3t54,11,00:04:30,00:04:36,320,424,181,3,0,train,00030;;;00060;;;00090
UkCRk-5d_08,65,00:00:33,00:00:36,320,426,90,3,0,train,00015;;;00030;;;00045
Ukt9zA2Cb_c,41,00:00:11,00:00:15,320,426,121,3,0,train,00020;;;00040;;;00060
Ul3rmxzDZjM,34,00:00:16,00:00:18,320,480,60,3,0,train,00010;;;00020;;;00030
UlcQ3mxlNfs,11,00:01:43,00:01:51,320,426,241,3,0,train,00040;;;00080;;;00120
UrXSaMk5orY,65,00:00:18,00:00:21,320,480,75,3,0,train,00012;;;00024;;;00036
UsgzA0OB3nw,46,00:00:21,00:00:28,320,568,210,5,0,train,00035;;;00070;;;00105;;;00140;;;00175
UuCjxB662JY,13,00:01:01,00:01:07,320,568,180,3,0,train,00030;;;00060;;;00090
UunvhwxKPfE,61,00:00:24,00:00:29,320,568,120,3,0,train,00020;;;00040;;;00060
Uv4NVREk-wY,41,00:00:00,00:00:08,320,426,56,3,0,train,00009;;;00018;;;00027
Uvw5APBJRuU,57,00:00:19,00:00:23,320,568,100,3,0,train,00016;;;00032;;;00048
UwB7_2hwJzw,28,00:00:04,00:00:08,320,426,120,3,0,train,00020;;;00040;;;00060
Ux3NVQJhLqM,41,00:00:14,00:00:22,320,568,241,3,0,train,00040;;;00080;;;00120
UxL8VXhjRHY,17,00:00:11,00:00:19,320,568,200,3,0,train,00033;;;00066;;;00099
V-mBgo87wA0,44,00:00:30,00:00:33,320,568,91,3,0,train,00015;;;00030;;;00045
V2BmmY784So,41,00:01:10,00:01:18,320,426,120,3,0,train,00020;;;00040;;;00060
V4SnqjxEz24,55,00:05:18,00:05:26,320,480,239,3,0,train,00039;;;00078;;;00117
V4e2BJAl-bA,76,00:00:00,00:00:06,320,426,92,3,0,train,00015;;;00030;;;00045
V6Fxclwdfxc,46,00:00:06,00:00:09,320,426,90,3,0,train,00015;;;00030;;;00045
V7BPIGNPL-I,34,00:01:17,00:01:21,320,568,96,3,0,train,00016;;;00032;;;00048
V8CKCFStLEI,28,00:00:00,00:00:06,320,568,181,3,0,train,00030;;;00060;;;00090
V8W85WjayKQ,54,00:00:00,00:00:03,320,568,91,3,0,train,00015;;;00030;;;00045
VAJpdAgWiik,67,00:01:03,00:01:06,320,480,67,3,0,train,00011;;;00022;;;00033
VBwrgt-SQro,22,00:00:36,00:00:43,320,568,175,3,0,train,00029;;;00058;;;00087
VCIum3JoPyc,46,00:01:05,00:01:08,320,436,90,3,0,train,00015;;;00030;;;00045
VCV5VPV1e4c,63,00:00:19,00:00:25,320,568,180,3,0,train,00030;;;00060;;;00090
VF7yt5XDHbE,78,00:17:39,00:17:42,320,568,75,3,0,train,00012;;;00024;;;00036
VFZvhW3iauQ,57,00:03:08,00:03:13,320,568,150,3,0,train,00025;;;00050;;;00075
VGsgIwmdvAQ,34,00:01:13,00:01:16,320,426,75,3,0,train,00012;;;00024;;;00036
VINGEqMQDNM,76,00:00:41,00:00:45,320,426,60,3,0,train,00010;;;00020;;;00030
VIgVywZeaUc,63,00:00:03,00:00:08,320,568,150,3,0,train,00025;;;00050;;;00075
VPpyGEv7pSg,78,00:06:47,00:06:49,320,568,60,3,0,train,00010;;;00020;;;00030
VQUnIBwqvUo,57,00:00:49,00:00:53,320,568,120,3,0,train,00020;;;00040;;;00060
VQmYp9CbhHg,12,00:01:44,00:01:52,320,568,241,3,0,train,00040;;;00080;;;00120
VREakMAPdxA,61,00:00:00,00:00:04,320,426,121,3,0,train,00020;;;00040;;;00060
VUWBbepsdmY,11,00:04:36,00:04:39,320,568,90,3,0,train,00015;;;00030;;;00045
Vb90fLYYRLE,15,00:01:06,00:01:10,320,568,120,3,0,train,00020;;;00040;;;00060
VbGO8cbig_c,44,00:00:20,00:00:24,320,568,100,3,0,train,00016;;;00032;;;00048
Vcq_63bP9hE,57,00:00:16,00:00:23,320,568,175,3,0,train,00029;;;00058;;;00087
VhGIlwd_weo,76,00:00:05,00:00:09,320,426,65,3,0,train,00010;;;00020;;;00030
ViFmTQv61lo,35,00:00:00,00:00:04,320,426,121,3,0,train,00020;;;00040;;;00060
Vj2HtI6ZIgw,26,00:00:03,00:00:11,320,426,160,3,0,train,00026;;;00052;;;00078
Vj9Qz0L2fy0,11,00:08:24,00:08:29,320,568,125,3,0,train,00020;;;00040;;;00060
VljCExgbHM4,18,00:03:15,00:03:18,320,568,91,3,0,train,00015;;;00030;;;00045
Vm8c0mnhIRY,48,00:00:35,00:00:38,320,568,75,3,0,train,00012;;;00024;;;00036
VmUHMeeyko4,78,00:04:06,00:04:10,320,568,100,3,0,train,00016;;;00032;;;00048
VmsNEYDpOZk,66,00:00:02,00:00:10,320,568,240,3,0,train,00040;;;00080;;;00120
Vqpw6y_D5P0,18,00:00:33,00:00:36,320,568,90,3,0,train,00015;;;00030;;;00045
Vrac4j7C79Y,11,00:00:00,00:00:05,320,400,151,3,0,train,00025;;;00050;;;00075
VuJVDjjf4Kc,54,00:00:30,00:00:34,320,568,101,5,0,train,00016;;;00032;;;00048;;;00064;;;00080
Vv1u7IGe5jo,44,00:00:00,00:00:08,320,426,241,3,0,train,00040;;;00080;;;00120
Vw8VCXlfnbI,56,00:01:08,00:01:11,320,426,90,3,0,train,00015;;;00030;;;00045
Vx2aapmOVc8,12,00:00:00,00:00:05,320,568,151,3,0,train,00025;;;00050;;;00075
Vz9p9BJWNVc,63,00:00:50,00:00:54,320,568,120,3,0,train,00020;;;00040;;;00060
W-AvQrA1qlI,22,00:01:05,00:01:13,320,426,240,5,0,train,00040;;;00080;;;00120;;;00160;;;00200
W0IsGNS5r9g,17,00:07:25,00:07:27,320,568,60,3,0,train,00010;;;00020;;;00030
W0i97dzs_aM,45,00:00:30,00:00:33,320,568,76,3,0,train,00012;;;00024;;;00036
W1EWN2b_JLc,11,00:03:16,00:03:21,320,568,150,3,0,train,00025;;;00050;;;00075
W1Jj2Lb9wt8,35,00:03:35,00:03:39,320,426,120,3,0,train,00020;;;00040;;;00060
W3GGzq1PIqs,18,00:00:14,00:00:20,320,424,181,3,0,train,00030;;;00060;;;00090
W3jotcoVMG8,26,00:00:54,00:01:00,320,480,180,3,0,train,00030;;;00060;;;00090
W6P_KGaMsTM,67,00:00:08,00:00:12,320,568,120,3,0,train,00020;;;00040;;;00060
W6xfHztZkqM,63,00:00:26,00:00:30,320,568,121,3,0,train,00020;;;00040;;;00060
W79Prod-058,54,00:00:00,00:00:03,320,426,73,3,0,train,00012;;;00024;;;00036
W7Z6i81klQQ,66,00:00:05,00:00:08,320,568,90,3,0,train,00015;;;00030;;;00045
W93w6aw26Ls,16,00:01:04,00:01:09,320,426,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
WB9X-rZOhOA,66,00:00:13,00:00:19,320,568,179,3,0,train,00029;;;00058;;;00087
WBOOKcnSiQ4,67,00:00:28,00:00:31,320,426,91,3,0,train,00015;;;00030;;;00045
WBs5PyS6uko,22,00:00:06,00:00:14,320,426,240,3,0,train,00040;;;00080;;;00120
WCWEOqwXGYk,44,00:00:00,00:00:04,320,426,101,3,0,train,00016;;;00032;;;00048
WDjb6hu6rM4,78,00:01:17,00:01:21,320,568,120,3,0,train,00020;;;00040;;;00060
WGnQIn9zcLQ,43,00:11:06,00:11:14,320,568,240,3,0,train,00040;;;00080;;;00120
WI6AKUXbuE4,61,00:00:18,00:00:21,320,426,75,3,0,train,00012;;;00024;;;00036
WIOSblobi_w,26,00:00:02,00:00:05,320,426,30,3,0,train,00005;;;00010;;;00015
WIknNePlhRE,73,00:00:04,00:00:06,320,426,60,3,0,train,00010;;;00020;;;00030
WJySKqO2Zzo,11,00:01:37,00:01:43,320,568,180,5,0,train,00030;;;00060;;;00090;;;00120;;;00150
WK_EAMso1p0,72,00:00:05,00:00:10,320,568,40,3,0,train,00006;;;00012;;;00018
WKhEZj2s08M,16,00:00:02,00:00:06,320,426,60,3,0,train,00010;;;00020;;;00030
WM0rb_ZSAX4,55,00:01:15,00:01:20,320,480,151,3,0,train,00025;;;00050;;;00075
WNkk6d5mDy4,36,00:00:01,00:00:04,320,568,72,3,0,train,00012;;;00024;;;00036
WOSMOBJQmLY,12,00:00:11,00:00:17,320,568,181,3,0,train,00030;;;00060;;;00090
WR5Gpz-Ma64,28,00:00:09,00:00:11,320,568,60,3,0,train,00010;;;00020;;;00030
WTreV_U6Eoc,41,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
WUV81ukrsHc,44,00:01:33,00:01:35,320,568,60,5,0,train,00010;;;00020;;;00030;;;00040;;;00050
WUxUf84L7Pk,15,00:00:26,00:00:32,320,568,181,3,0,train,00030;;;00060;;;00090
WVD-0Eg3ECI,61,00:00:34,00:00:37,320,568,90,3,0,train,00015;;;00030;;;00045
WVqa2SiWdoo,78,00:08:00,00:08:03,320,568,76,3,0,train,00012;;;00024;;;00036
WYk07KFWPZ8,61,00:00:47,00:00:50,320,568,75,3,0,train,00012;;;00024;;;00036
W_2eU1ykV3k,34,00:00:20,00:00:23,320,568,72,3,0,train,00012;;;00024;;;00036
Wa0WP-2ipFA,21,00:00:04,00:00:12,320,426,240,3,0,train,00040;;;00080;;;00120
WaA9ooU5pRQ,78,00:19:57,00:20:02,320,568,125,3,0,train,00020;;;00040;;;00060
WcyboSEXrUE,41,00:00:27,00:00:31,320,480,121,3,0,train,00020;;;00040;;;00060
WdeQ5AfZXYE,54,00:00:07,00:00:10,320,426,90,3,0,train,00015;;;00030;;;00045
WdtVrcnQMwc,63,00:00:02,00:00:07,320,426,150,3,0,train,00025;;;00050;;;00075
We5eCXzz0gE,26,00:00:03,00:00:08,320,532,75,3,0,train,00012;;;00024;;;00036
WeNmN5V8XGo,34,00:00:51,00:00:55,320,568,120,3,0,train,00020;;;00040;;;00060
WnVw1DKFBvU,63,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
WpgQGdp-s5o,73,00:06:18,00:06:23,320,568,150,3,0,train,00025;;;00050;;;00075
WqyMcw5sEOw,78,00:01:17,00:01:20,320,568,90,3,0,train,00015;;;00030;;;00045
Wszpl-2j8Hs,44,00:00:14,00:00:18,320,568,121,3,0,train,00020;;;00040;;;00060
WtSuVSVZk-g,28,00:00:02,00:00:06,320,568,120,3,0,train,00020;;;00040;;;00060
Wu17qzlfFrg,22,00:00:06,00:00:14,320,426,240,3,0,train,00040;;;00080;;;00120
WvHjP8hJBSs,26,00:00:07,00:00:11,320,426,120,5,0,train,00020;;;00040;;;00060;;;00080;;;00100
Wvz0BFnWlAQ,68,00:00:00,00:00:08,320,426,120,3,0,train,00020;;;00040;;;00060
Wwd-76uvIrM,35,00:00:10,00:00:15,320,426,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
WxeVoXc84J0,54,00:00:19,00:00:24,320,426,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
Wy3SuhEQHVg,11,00:00:17,00:00:21,320,426,100,3,0,train,00016;;;00032;;;00048
WzRGV17wBls,22,00:00:31,00:00:36,320,568,150,3,0,train,00025;;;00050;;;00075
X-vdnHl0x0A,18,00:00:05,00:00:11,320,568,144,3,0,train,00024;;;00048;;;00072
X-xVyNTXmKY,78,00:01:42,00:01:47,320,568,151,3,0,train,00025;;;00050;;;00075
X0dKBa-76jc,13,00:00:30,00:00:38,320,568,193,3,0,train,00032;;;00064;;;00096
X36foYel8vc,17,00:03:35,00:03:38,320,568,90,3,0,train,00015;;;00030;;;00045
X5XNH2UTH4o,35,00:00:00,00:00:08,320,568,241,3,0,train,00040;;;00080;;;00120
X6FURuB4sjs,63,00:00:01,00:00:05,320,640,80,3,0,train,00013;;;00026;;;00039
X6NKWhEl_V0,17,00:00:26,00:00:28,320,426,61,3,0,train,00010;;;00020;;;00030
X6aQCGTINDI,44,00:00:09,00:00:17,320,720,240,3,0,train,00040;;;00080;;;00120
X73GLwJF7Z8,48,00:00:58,00:01:06,320,426,200,3,0,train,00033;;;00066;;;00099
XAFpAy5Tqg4,45,00:00:08,00:00:10,320,390,24,3,0,train,00004;;;00008;;;00012
XDu3ZqkjpEQ,68,00:01:15,00:01:20,320,568,126,3,0,train,00021;;;00042;;;00063
XE_49ooQfgI,28,00:00:03,00:00:06,320,426,90,3,0,train,00015;;;00030;;;00045
XGsqyLb65qI,43,00:00:09,00:00:17,320,426,240,3,0,train,00040;;;00080;;;00120
XHAPfV2NCNI,45,00:00:00,00:00:03,320,426,91,3,0,train,00015;;;00030;;;00045
XHFsmsGPDVc,56,00:00:00,00:00:05,320,426,151,3,0,train,00025;;;00050;;;00075
XJbj-tBirio,34,00:00:11,00:00:21,320,426,301,3,0,train,00050;;;00100;;;00150
XMQtAm5hWDI,16,00:00:02,00:00:05,320,426,90,3,0,train,00015;;;00030;;;00045
XNjkJT1Oa6o,22,00:00:10,00:00:16,320,426,180,3,0,train,00030;;;00060;;;00090
XOLkSvbQFOg,63,00:00:01,00:00:05,320,568,120,3,0,train,00020;;;00040;;;00060
XPOif-Kkx9s,34,00:03:49,00:03:57,320,568,240,2,0,train,00040;;;00120
XPlsmgMLf8E,16,00:00:42,00:00:46,320,568,96,5,0,train,00016;;;00032;;;00048;;;00064;;;00080
XVMuN3em64c,13,00:00:23,00:00:26,320,568,90,3,0,train,00015;;;00030;;;00045
XWU-3383awE,13,00:00:40,00:00:48,320,568,240,3,0,train,00040;;;00080;;;00120
XWq7yzJykCQ,76,00:00:00,00:00:08,320,568,193,3,0,train,00032;;;00064;;;00096
XXc0zq84TkU,61,00:00:43,00:00:51,320,426,241,3,0,train,00040;;;00080;;;00120
XZ9aZGtR9ro,72,00:00:23,00:00:27,320,568,120,3,0,train,00020;;;00040;;;00060
XZVXofkLyZw,26,00:00:03,00:00:06,320,568,90,3,0,train,00015;;;00030;;;00045
X_yJYz11yYY,48,00:00:02,00:00:07,320,568,150,5,0,train,00025;;;00050;;;00075;;;00100;;;00125
XajnNDIefa8,41,00:00:04,00:00:08,320,568,120,3,0,train,00020;;;00040;;;00060
XdJF9gJt-Ds,17,00:00:06,00:00:14,320,568,200,3,0,train,00033;;;00066;;;00099
XeB01WsIBQ8,73,00:01:39,00:01:43,320,426,120,3,0,train,00020;;;00040;;;00060
XeVoWqR_ods,76,00:00:00,00:00:03,320,568,91,3,0,train,00015;;;00030;;;00045
XgOoI6MlHQc,46,00:00:14,00:00:17,320,426,48,3,0,train,00008;;;00016;;;00024
XhPZzoNrH_M,26,00:01:32,00:01:38,320,568,180,3,0,train,00030;;;00060;;;00090
XhzsMNkMY40,73,00:00:16,00:00:20,320,426,120,3,0,train,00020;;;00040;;;00060
XiTgkeimS68,21,00:00:20,00:00:24,320,426,120,3,0,train,00020;;;00040;;;00060
XiZcwJcAPKA,72,00:02:09,00:02:14,320,568,150,3,0,train,00025;;;00050;;;00075
Xj4HQwpJRA4,55,00:00:00,00:00:08,320,426,241,3,0,train,00040;;;00080;;;00120
XkTNuz2D9fU,48,00:00:24,00:00:32,320,426,221,3,0,train,00036;;;00072;;;00108
XkshgdUpH9s,65,00:00:04,00:00:09,320,568,150,3,0,train,00025;;;00050;;;00075
Xo0MEQSGW8w,54,00:01:50,00:01:53,320,568,75,3,0,train,00012;;;00024;;;00036
XpIpHBgJUGM,17,00:00:06,00:00:14,320,426,120,3,0,train,00020;;;00040;;;00060
